Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A813928,,0020-02-21 08:56:00+00:00,Feb-20,508 East Howard Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A813929,,0020-02-21 08:56:00+00:00,Feb-20,508 East Howard Lane in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A813930,,0020-02-21 08:56:00+00:00,Feb-20,508 East Howard Lane in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A813931,,0020-02-21 08:56:00+00:00,Feb-20,508 East Howard Lane in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A816305,*Peep,0020-04-12 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Cream
A816306,*Jelly Bean,0020-04-12 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A816307,*Cadbury,0020-04-12 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A816526,*Oliver,0020-04-17 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,White
A816527,*Ruth,0020-04-17 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue/White
A816528,*Dollie,0020-04-17 00:00:00+00:00,Apr-20,Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue/White
A818565,,0020-06-10 16:56:00+00:00,Jun-20,14301 N Ih 35 in Travis (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby/White
A818566,,0020-06-10 16:56:00+00:00,Jun-20,14301 N Ih 35 in Travis (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Black
A819590,*85 G Single,0020-07-01 12:57:00+00:00,Jul-20,8501 Colony Loop Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Gray Tabby
A821251,*Naveen,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Black
A821252,Wolfgang,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Black
A821253,,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A821254,,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Brown Tabby
A821255,*Tiana,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A821256,Penélope,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A821257,*Simba,0020-08-07 10:20:00+00:00,Aug-20,Travis (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A822806,,0020-09-10 07:40:00+00:00,Sep-20,Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A822807,,0020-09-10 07:40:00+00:00,Sep-20,Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A825065,,0020-10-27 13:12:00+00:00,Oct-20,Putnam Drive And Payton Gin Road in Austin (TX),Stray,Sick,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A826726,,0020-12-04 14:08:00+00:00,Dec-20,Austin (TX),Owner Surrender,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,White
A829748,*Zuzu,0021-02-19 11:46:00+00:00,Feb-21,4407 Merle Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Black
A829749,*Zia,0021-02-19 11:46:00+00:00,Feb-21,4407 Merle Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A829750,*Gigi,0021-02-19 11:46:00+00:00,Feb-21,4407 Merle Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A829751,*Luke,0021-02-19 11:46:00+00:00,Feb-21,4407 Merle Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Blue
A829752,*Han,0021-02-19 11:46:00+00:00,Feb-21,4407 Merle Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Blue
A830728,,0021-03-13 05:00:00+00:00,Mar-21,Travis (TX),Public Assist,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Torbie
A830729,,0021-03-13 05:00:00+00:00,Mar-21,Travis (TX),Public Assist,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A830730,,0021-03-13 05:00:00+00:00,Mar-21,Travis (TX),Public Assist,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black/White
A832261,*Jack-Jack,0021-04-10 11:05:00+00:00,Apr-21,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A832262,*Elle Woods,0021-04-10 11:05:00+00:00,Apr-21,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A832263,*River Delta,0021-04-10 11:05:00+00:00,Apr-21,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A832264,*Helios,0021-04-10 11:05:00+00:00,Apr-21,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby/White
A832265,*Puddles,0021-04-10 11:05:00+00:00,Apr-21,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A833350,,0021-04-28 14:52:00+00:00,Apr-21,4801 Turnstone Drive in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A833878,,0021-05-06 20:28:00+00:00,May-21,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A833881,,0021-05-07 09:33:00+00:00,May-21,4434 Frontier Trail in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A853991,,0021-06-07 13:06:00+00:00,Jun-21,8008 Marble Ridge Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,0 years,Domestic Shorthair,Brown Tabby/White
A836294,Apollo,0021-06-08 13:36:00+00:00,Jun-21,17709 Powder Creek Drive in Manor (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A836295,Nova,0021-06-08 13:36:00+00:00,Jun-21,17709 Powder Creek Drive in Manor (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Torbie
A836651,A836651,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Other,Cat,Intact Male,0 years,Domestic Shorthair,White/Orange Tabby
A836652,A836652,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,White/Orange Tabby
A836653,A836653,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,White/Orange Tabby
A836654,A836654,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,White/Orange Tabby
A836655,A836655,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Black/White
A836656,A836656,0021-06-12 17:17:00+00:00,Jun-21,Gregg Manor Road in Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A837958,*Cupid,0021-07-01 09:32:00+00:00,Jul-21,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A837959,,0021-07-01 09:32:00+00:00,Jul-21,Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A837960,,0021-07-01 09:32:00+00:00,Jul-21,Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair,White/Black
A837961,,0021-07-01 09:32:00+00:00,Jul-21,Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,White
A839224,,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A839225,,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A839226,*Robin,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A839227,*Finch,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange
A839228,*Wren,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A839229,Autumn,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A839230,A839230,0021-07-15 12:49:00+00:00,Jul-21,7403 East Riverside in Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A839142,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,White/Blue
A839143,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A839144,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A839145,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A839146,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A839147,,0021-07-16 17:14:00+00:00,Jul-21,5601 Baythorne Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A839952,,0021-07-29 14:59:00+00:00,Jul-21,Bee Cave (TX),Owner Surrender,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A839953,,0021-07-29 14:59:00+00:00,Jul-21,Bee Cave (TX),Owner Surrender,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Black
A839954,,0021-07-29 14:59:00+00:00,Jul-21,Bee Cave (TX),Owner Surrender,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A839955,,0021-07-29 14:59:00+00:00,Jul-21,Bee Cave (TX),Owner Surrender,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby
A840066,,0021-08-02 08:19:00+00:00,Aug-21,13542 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A840067,,0021-08-02 08:19:00+00:00,Aug-21,13542 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A840068,,0021-08-02 08:19:00+00:00,Aug-21,13542 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A843826,,0021-10-07 08:10:00+00:00,Oct-21,9125 South Fm 973 in Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,Black
A844762,96 G,0021-10-16 12:11:00+00:00,Oct-21,715 W Powell Ln in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A844763,82 G,0021-10-16 12:11:00+00:00,Oct-21,715 W Powell Ln in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A844764,89 G,0021-10-16 12:11:00+00:00,Oct-21,715 W Powell Ln in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,White
A844765,80 G,0021-10-16 12:11:00+00:00,Oct-21,715 W Powell Ln in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,White
A851770,*Stache,0022-02-18 09:35:00+00:00,Feb-22,1411 Gracy Farms Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue/White
A851771,*Ava,0022-02-18 09:35:00+00:00,Feb-22,1411 Gracy Farms Lane in Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Black
A851772,*Jules,0022-02-18 09:35:00+00:00,Feb-22,1411 Gracy Farms Lane in Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Black
A853368,*Cookies & Creme,0022-03-17 15:37:00+00:00,Mar-22,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Black/White
A853369,*Star Crunch,0022-03-17 15:37:00+00:00,Mar-22,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A853370,*Cosmic Brownie,0022-03-17 15:37:00+00:00,Mar-22,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A853384,*Zebra Cakes,0022-03-17 15:37:00+00:00,Mar-22,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue/White
A853472,A853472,0022-03-19 08:28:00+00:00,Mar-22,4434 Frontier Trail in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby/White
A856530,,0022-05-02 14:43:00+00:00,May-22,8300 N I 35 in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Brown Tabby
A856531,,0022-05-02 14:43:00+00:00,May-22,8300 N I 35 in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Brown Tabby
A856532,,0022-05-02 14:43:00+00:00,May-22,8300 N I 35 in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A856534,,0022-05-02 14:43:00+00:00,May-22,8300 N I 35 in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange Tabby
A859105,101 G,0022-06-08 20:28:00+00:00,Jun-22,6625 Mckinney Falls Parkway in Travis (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A861642,Oreo,0022-07-15 14:08:00+00:00,Jul-22,4434 Frontier Trail in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A861643,Coco,0022-07-15 14:08:00+00:00,Jul-22,4434 Frontier Trail in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A861644,*Dots,0022-07-15 14:08:00+00:00,Jul-22,4434 Frontier Trail in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A861645,*Stache,0022-07-15 14:08:00+00:00,Jul-22,4434 Frontier Trail in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A861756,*Yosemite Sam,0022-07-15 18:34:00+00:00,Jul-22,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby/White
A861757,*Marvin Martian,0022-07-15 18:34:00+00:00,Jul-22,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Cream Tabby/White
A861763,*Penelope Pussycat,0022-07-15 18:34:00+00:00,Jul-22,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A861773,*Daffy Duck,0022-07-15 18:34:00+00:00,Jul-22,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A864547,,0022-08-27 09:52:00+00:00,Aug-22,Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A864548,,0022-08-27 09:56:00+00:00,Aug-22,Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A864549,,0022-08-27 09:58:00+00:00,Aug-22,Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A864587,,0022-08-28 00:00:00+00:00,Aug-22,Austin (TX),Owner Surrender,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A866624,,0022-10-03 19:34:00+00:00,Oct-22,Austin (TX),Stray,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,Blue Tabby
A868023,89 Grams,0022-10-27 12:43:00+00:00,Oct-22,4106 North Lamar Boulevard in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A868020,73 Grams,0022-10-27 12:43:00+00:00,Oct-22,4106 North Lamar Boulevard in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A868021,80 Grams,0022-10-27 12:43:00+00:00,Oct-22,4106 North Lamar Boulevard in Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A868030,105 Grams,0022-10-27 14:06:00+00:00,Oct-22,1104 East 2Nd Street in Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A870893,,0022-12-14 16:52:00+00:00,Dec-22,Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,White
A870894,#2,0022-12-14 16:52:00+00:00,Dec-22,Austin (TX),Owner Surrender,Neonatal,Cat,Unknown,0 years,Domestic Shorthair,Cream Tabby
A873394,,0023-01-24 11:19:00+00:00,Jan-23,5806 Encinal Cv in Austin (TX),Owner Surrender,Normal,Cat,Unknown,0 years,Domestic Shorthair,Gray
A873395,,0023-01-24 11:19:00+00:00,Jan-23,5806 Encinal Cv in Austin (TX),Owner Surrender,Normal,Cat,Unknown,0 years,Domestic Shorthair,Gray
A875082,A875082,0023-02-22 07:51:00+00:00,Feb-23,11416 Ranch Road 620 North in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A875848,,0023-03-05 18:48:00+00:00,Mar-23,1100 Windy Trail Unit A in Austin (TX),Stray,Med Urgent,Cat,Unknown,0 years,Domestic Shorthair,Orange
A875849,,0023-03-05 18:48:00+00:00,Mar-23,1100 Windy Trail Unit A in Austin (TX),Stray,Med Urgent,Cat,Unknown,0 years,Domestic Shorthair,Orange
A875850,,0023-03-05 18:48:00+00:00,Mar-23,1100 Windy Trail Unit A in Austin (TX),Stray,Med Urgent,Cat,Unknown,0 years,Domestic Shorthair,Orange
A875851,,0023-03-05 18:48:00+00:00,Mar-23,1100 Windy Trail Unit A in Austin (TX),Stray,Med Urgent,Cat,Unknown,0 years,Domestic Shorthair,Orange
A876407,,0023-03-12 16:36:00+00:00,Mar-23,Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Black/White
A876408,*Catherine,0023-03-12 16:36:00+00:00,Mar-23,Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Black/White
A876649,Jersey,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A876650,*Nyla,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A876651,Luka,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A876652,Gravy,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A876653,Bug,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A876654,*Ayla,0023-03-17 13:33:00+00:00,Mar-23,Travis (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A876744,,0023-03-19 11:32:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A876745,,0023-03-19 11:32:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Torbie
A876746,,0023-03-19 11:32:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Torbie
A876747,,0023-03-19 11:32:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby/White
A877047,68 Grams,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A877048,69 Grams,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A877049,78 Grams,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Blue/White
A877050,61 Grams,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A877051,64 Garms,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A877052,56 Grams,0023-03-23 11:16:00+00:00,Mar-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A877433,,0023-03-27 13:19:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Blue
A877434,White Tiger,0023-03-27 13:19:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A877435,,0023-03-27 13:19:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A877491,*Fancy,0023-03-28 11:13:00+00:00,Mar-23,Inside Rental Car At Facility Above in Austin (TX),Stray,Sick,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby/White
A877492,*Feisty,0023-03-28 11:13:00+00:00,Mar-23,Inside Rental Car At Facility Above in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Calico/White
A877584,*Genevieve,0023-03-29 17:21:00+00:00,Mar-23,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A879603,,0023-04-28 11:20:00+00:00,Apr-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A879768,78 Grams,0023-04-30 18:16:00+00:00,Apr-23,Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Black
A880216,,0023-05-05 16:15:00+00:00,May-23,1003 Fieldwood Drive in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Cream Tabby
A881120,,0023-05-17 16:40:00+00:00,May-23,Austin (TX),Abandoned,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A882004,,0023-05-30 13:18:00+00:00,May-23,12011 Yanez Drive in Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A882005,*Daegol,0023-05-30 13:18:00+00:00,May-23,12011 Yanez Drive in Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A882007,*Maddox,0023-05-30 13:18:00+00:00,May-23,12011 Yanez Drive in Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A883092,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Blue
A883093,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby
A883094,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Black
A883095,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A883096,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A883097,,0023-06-12 23:00:00+00:00,Jun-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,White
A884395,*Ty,0023-07-02 12:36:00+00:00,Jul-23,1907 East Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A884389,*Katherine,0023-07-02 12:36:00+00:00,Jul-23,1907 East Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Orange Tabby
A884391,*Rosa,0023-07-02 12:36:00+00:00,Jul-23,1907 East Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Orange Tabby
A884394,*Louie,0023-07-02 12:36:00+00:00,Jul-23,Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black
A885075,*Taaka,0023-07-12 14:51:00+00:00,Jul-23,6704 Panda Royal in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby/White
A886273,,0023-08-02 00:00:00+00:00,Aug-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A886274,,0023-08-02 00:00:00+00:00,Aug-23,Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A886275,,0023-08-02 00:00:00+00:00,Aug-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Torbie
A886276,,0023-08-02 00:00:00+00:00,Aug-23,Austin (TX),Stray,Neonatal,Cat,Intact Female,0 years,Domestic Shorthair,Tortie
A886914,*Kumo,0023-08-11 20:00:00+00:00,Aug-23,1026 Clayton Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Flame Point
A886915,*Ginji,0023-08-11 20:00:00+00:00,Aug-23,1026 Clayton Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Seal Point
A886916,*Inyo,0023-08-11 20:00:00+00:00,Aug-23,1026 Clayton Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A886917,*Ryuu,0023-08-11 20:00:00+00:00,Aug-23,1026 Clayton Lane in Austin (TX),Stray,Neonatal,Cat,Intact Male,0 years,Domestic Shorthair,Orange Tabby/White
